knob,grid_value,baseline,grid_mode,pair,n_swings,n_obs,n_choch,n_bos,n_alerts_total,n_alerts_simulated,n_trades_filled,sum_r_realised,sum_pnl_usd,win_rate,expectancy_r,avg_logged_score,recon_ok
MIN_LEG_ATR_MULT,1.0,False,absolute,EURUSD,218,29,36,68,95,32,17,4.449,1112.25,0.5,0.2617,6.68,True
MIN_LEG_ATR_MULT,1.5,True,absolute,EURUSD,199,29,37,67,99,32,17,4.449,1112.25,0.5,0.2617,6.68,True
MIN_LEG_ATR_MULT,2.0,False,absolute,EURUSD,161,26,37,60,85,29,15,-1.101,-275.25,0.3571,-0.0734,6.739,True
MIN_LEG_ATR_MULT,2.5,False,absolute,EURUSD,137,25,39,47,78,27,17,3.216,804.0,0.4375,0.1892,6.478,True
MIN_LEG_ATR_MULT,1.0,False,absolute,USDJPY,204,25,36,56,58,30,20,4.674,1168.5,0.5,0.2337,5.581,True
MIN_LEG_ATR_MULT,1.5,True,absolute,USDJPY,189,25,35,57,50,28,19,3.601,900.25,0.4667,0.1895,5.385,True
MIN_LEG_ATR_MULT,2.0,False,absolute,USDJPY,166,26,39,59,64,28,19,3.601,900.25,0.4667,0.1895,5.408,True
MIN_LEG_ATR_MULT,2.5,False,absolute,USDJPY,140,23,34,47,66,27,19,3.022,755.5,0.4,0.1591,5.592,True
MIN_LEG_ATR_MULT,1.0,False,absolute,NZDUSD,209,23,35,56,54,26,14,-5.844,-1461.0,0.2143,-0.4174,6.696,True
MIN_LEG_ATR_MULT,1.5,True,absolute,NZDUSD,191,24,34,59,74,29,16,-4.514,-1128.5,0.2667,-0.2821,6.92,True
MIN_LEG_ATR_MULT,2.0,False,absolute,NZDUSD,170,23,31,56,73,28,16,-4.514,-1128.5,0.2667,-0.2821,6.92,True
MIN_LEG_ATR_MULT,2.5,False,absolute,NZDUSD,144,16,23,41,35,17,10,-4.543,-1135.75,0.2,-0.4543,6.4,True
MIN_LEG_ATR_MULT,1.0,False,absolute,USDCHF,207,26,38,56,65,31,23,4.83,1207.5,0.45,0.21,6.852,True
MIN_LEG_ATR_MULT,1.5,True,absolute,USDCHF,191,27,38,56,65,31,23,4.914,1228.5,0.45,0.2137,6.852,True
MIN_LEG_ATR_MULT,2.0,False,absolute,USDCHF,167,23,33,51,61,32,19,5.225,1306.25,0.5,0.275,6.87,True
MIN_LEG_ATR_MULT,2.5,False,absolute,USDCHF,141,20,32,47,50,27,18,4.72,1180.0,0.4667,0.2622,6.667,True
MIN_LEG_ATR_MULT,1.0,False,absolute,NAS100,210,24,23,80,77,31,16,-5.084,-1271.0,0.1538,-0.3177,5.496,True
MIN_LEG_ATR_MULT,1.5,True,absolute,NAS100,194,23,24,75,67,30,16,-5.084,-1271.0,0.1538,-0.3177,5.556,True
MIN_LEG_ATR_MULT,2.0,False,absolute,NAS100,162,22,25,66,65,29,15,-9.043,-2260.75,0.0769,-0.6029,5.65,True
MIN_LEG_ATR_MULT,2.5,False,absolute,NAS100,141,21,28,63,64,30,16,-10.043,-2510.75,0.0714,-0.6277,5.836,True
MIN_LEG_ATR_MULT,1.0,False,absolute,GOLD,194,20,40,60,99,28,16,-4.16,-1040.0,0.2308,-0.26,5.904,True
MIN_LEG_ATR_MULT,1.5,True,absolute,GOLD,175,18,36,58,88,26,15,-3.16,-790.0,0.25,-0.2107,5.829,True
MIN_LEG_ATR_MULT,2.0,False,absolute,GOLD,150,17,32,52,90,22,12,-0.206,-51.5,0.3,-0.0172,5.822,True
MIN_LEG_ATR_MULT,2.5,False,absolute,GOLD,140,17,29,50,93,22,13,-0.206,-51.5,0.3,-0.0158,5.6,True
